Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Libya,,100,115,124,125,120,128.28001,124.69032,134.2292,142.00808,146.9968,155,165.97071,149.71659,160.07477,165.64322,178.51164,186.831,198.90599,187.20728,191.56094,210.28254,225.1721,246.34913,260.08873,254.51024,264.92641,267.90918,254.46163,268.08315,287.23512,331.23391,182.16909,238.01255,242,NA
Madagascar,,8,7,6,8,8,8.57834,5.69914,8.27994,9.06591,6.5092,6.2791,6.52348,6.99265,7.27996,8.08821,8.39465,8.41488,8.50382,8.55347,8.55347,12.13131,13.32438,15.31081,15.84255,17.39493,16.73267,16.57493,16.49548,13.67605,12.11832,12.25483,12.11832,12.11832,12,NA
Malawi,,3,3.5,2.9,2.4,2,2.69097,2.53559,2.62439,3,3.37096,3.52082,4.51356,5,4.26855,4.68151,4.90134,4.97735,4.99099,5.03315,5.03315,5.25691,5.34923,5.41184,5.43301,6.26331,6.78595,6.96022,7.18778,7.20941,6.05932,6.05932,6.05932,6.05932,6,NA
Mali,,3,4,3,3,3,3.28756,2.49079,2.9,1.56899,3.22792,3.20762,3.31812,3.37057,3.48639,3.55488,3.55268,3.62525,3.69649,3.74159,3.74159,3.8406,3.85112,4.20151,4.24093,4.36929,4.8597,4.40244,4.5074,4.56762,4.69814,4.69814,4.69814,4.69814,4.7,NA
Mauritania,,4.2,4,4,4,6,6,3.43056,4.69462,6.148,7.17035,6.2491,6.60108,21.9494,22.58218,22.51224,22.81394,22.95494,23.14885,23.25315,23.25315,23.76278,23.73696,22.74501,23.29956,19.95896,23.51874,20.61433,18.70425,12.88159,12.80502,12.80502,12.80502,12.80502,12.8,NA
Mauritius,,6,5.4,5.2,5.7,5.7,5.8,7.17112,6.2,9.14598,10.34509,11.91436,12.10948,14.44216,14.51286,14.65258,15.61797,15.95363,16.2031,16.34784,16.34784,19.87986,21.74671,19.78818,20.54994,21.37783,21.8909,22.20038,23.02085,22.76545,20.62429,23.35507,25.05063,24.93507,24,NA
Morocco,,89,85,88,89,85,90,93.84131,92.03607,99.03083,111.33239,116.5654,117.38641,130.13372,134.75857,147.53814,141.62821,137.44928,146.1234,144.20462,157.9638,158.4797,161.22382,164.28099,167.06915,170.29291,174.13843,180.78644,183.18371,215.68674,235.25636,268.40991,281.72984,290.90256,293,NA
Mozambique,,13,11,13,13,12,13.19065,6.62222,6.81112,9.837,8.02945,7.0335,6.93086,6.85183,6.80488,6.47384,7.12112,7.04473,7.29729,7.63104,7.89537,7.81249,9.36707,10.64647,11.18921,13.32437,13.37901,13.58921,14.35236,13.22038,15.02153,16.10047,18.12233,17.56129,17,NA
Namibia,,--,--,--,--,--,--,--,--,--,--,15,6.89756,7.02822,8.66674,8.37385,8.37385,8.82717,9.37385,10.07385,11.86151,12.63063,15.05071,15.41704,16.63564,17.57861,17.74545,19.11729,20.11353,20.38584,21.98934,20.81362,21.98934,21.98934,22,NA
Niger,,4,4,4,3,3,3,2.5,2.4,4.16574,4.23847,4.39525,4.4419,4.56328,4.65313,4.77636,4.76085,4.76822,4.78129,4.78129,4.78129,4.97757,5.06858,5.29926,5.40477,5.41167,5.42521,5.36732,5.4431,3.32973,5.13559,5.13021,5.13559,5.13559,5,NA
Nigeria,,170,200,215,202,210,222,208.3,218,234.10004,243.986,251,258.65676,264.71992,270.79593,251.97162,284.03597,286.05254,277.25129,260.10138,251.96727,245.56514,305.68901,303.94651,288.47458,277.07379,311.62722,284.46655,232.21645,263.00204,252.9097,283.07645,287.41647,279.19076,280,NA
Reunion,,4.3,4.3,4.7,5.4,6,5.90548,5.82637,6.39497,7.50641,7.96205,8.62927,9.91191,10.38393,13.13531,13.37304,13.2609,13.26544,13.36742,17.01044,17.01044,17.72478,18.53471,18.49175,18.49962,18.81831,19.20378,19.43551,19.73893,19.89942,20.51167,20.51167,20.51167,20.51167,20,NA
Rwanda,,1.1,2.5,2.4,2.7,4.429,4.5,4.4666,4.53726,4.58016,4.70688,4.87301,4.938,5.0718,4.61186,4.69679,4.77419,4.76115,4.84203,4.92288,4.92288,5.18773,5.24192,5.26529,5.32734,5.16481,5.49677,5.62323,5.12532,5.09842,5.30188,5.27597,5.30188,5.30188,5.3,NA
Saint Helena,,0.02173,0.02,0.02,0.02,0.02,0.02044,0.02044,0.04216,0.04205,0.04216,0.04216,0.02044,0.02038,0.04381,0.04381,0.04381,0.04369,0.04381,0.04381,0.04381,0.15511,0.08542,0.08542,0.08542,0.06407,0.08542,0.07973,0.08468,0.06587,0.06312,0.06312,0.06312,0.06312,0.06,NA
Sao Tome and Principe,,0.23,0.23,0.23,0.23,0.23,0.23986,0.24022,0.24022,0.23956,0.24022,0.46504,0.48942,0.50847,0.50986,0.5303,0.5303,0.52885,0.5303,0.5303,0.5303,0.61404,0.61573,0.63616,0.63616,0.63443,0.65953,0.72553,0.70519,0.77344,0.83025,0.90564,0.90564,0.90564,0.9,NA
Senegal,,17.4,16.8,17.3,16.4,19.5,19.2,19.63096,19.22212,16.32415,17.00587,16.90138,15.65673,19.09119,19.44761,23.47665,25.25679,25.19415,23.49622,25.17136,27.77527,29.55074,29.444,30.05438,30.32227,33.84846,36.18445,37.15448,38.52898,39.02732,36.28887,38.72749,39.07598,38.63321,38,NA
Seychelles,,1.5,1.2,1.1,1.9,2,2.07297,2.05114,2.18321,3.05257,3.23171,2.96932,3.19529,3.29664,3.38871,3.42959,3.45334,3.44391,3.70063,3.70063,3.70063,3.8365,3.95178,5.72485,5.54297,5.79992,5.7191,7.65343,6.35866,6.90431,7.45728,6.80455,6.80455,6.80455,6.8,NA
Sierra Leone,,5,5,5.4,5,5,5.5,5.86469,6.24884,6.97559,6.82269,6.88024,7.21101,5.27564,5.33356,5.35635,5.6628,5.64733,5.78338,5.80768,5.80768,6.14855,3.57573,3.57959,4.03397,4.14365,3.35435,4.62514,3.99074,3.77714,4.14909,4.42809,4.42809,4.42809,4.4,NA
Somalia,,7.9,9.2,9.1,8.9,9.2,9.0759,9.62929,7.18113,7.26647,7.39572,6.75212,4.03062,3.73614,3.8612,3.8612,3.8612,3.8612,3.8612,3.8612,3.8612,4.92942,5.07034,6.45182,6.45182,6.43783,6.50472,6.54453,5.59118,5.57443,5.39948,5.55636,5.55636,5.55636,5.6,NA
South Africa,,312,324,349,338,360,350,349.96,344.522,342.29713,348.193,375,402.50884,411.62242,402.11992,409.55975,421.07319,427.72512,438.69584,450.77405,465.66581,457.92609,458.2411,475.44208,490.2106,503.91002,536.62699,550.62859,569.27913,589.36441,547.63811,584.03632,616.18762,638.35042,612,NA
Sudan and South Sudan,,22.4,23,25,24,22,24.70141,27.93915,27.19116,29.59392,28.02525,25.43208,36.15284,33.30315,31.73752,27.66561,26.49732,26.33707,27.15735,27.36258,29.52962,43.10575,55.98863,58.29697,65.42314,71.21046,76.59927,87.42005,100.31509,106.97782,101.30166,114.82433,110.51893,106.98879,107,NA
Swaziland,,2,2,2,2,2,2.25,1.97908,2.24335,2.41926,2.47394,2.54201,2.80537,2.753,3.32012,3.47714,3.47714,3.46764,3.47714,3.47714,3.47714,3.53,3.53,3.53,3.53,3.53,3.53,3.93067,4.75519,4.88419,4.76122,4.7846,4.7846,4.7846,4.8,NA
Tanzania,,13.4,15.7,15.2,13.4,14.9,14.9,18.05113,15.93191,16.99728,16.47998,18.10042,14.96808,16.47604,17.12248,15.44537,15.0074,15.05599,15.25102,15.37506,16.10095,16.16798,18.94756,21.72647,23.21052,24.80221,26.75644,28.06586,30.25822,32.67786,34.44025,32.30414,33.8291,34.85452,35,NA
Togo,,4.1,3.8,3.7,4,4.7,4.4,3.6,3.54138,3.685,4.25898,4.19341,6.7352,4.79913,3.62132,4.14699,4.12852,4.16385,4.34466,4.34466,6.81329,9.46634,6.8174,8.80192,14.19951,15.12858,14.93321,15.56882,16.73826,8.82499,9.21844,15.84592,14.16948,12.84937,13,NA
Tunisia,,52,57,51.5,58.9,57,55,61.32291,52.25035,60.49517,63.62565,63.19483,68.1709,71.22201,73.67632,74.77365,70.01707,73.28674,78.17996,80.66064,79.28754,84.54766,87.22116,87.86296,87.65918,89.39993,89.93405,88.32429,88.43608,91.69036,87.12702,87.65187,81.55688,85.2562,86,NA
Uganda,,5,3.2,3.8,3.7,3.8,4.1,4.49559,3.85326,5.87615,5.41238,5.78715,6.44973,6.5876,6.84421,7.01548,7.01447,6.96779,7.1866,8.28973,8.28973,8.5609,9.52222,9.92975,10.6866,10.87421,11.38992,12.87863,13.90022,23.9497,22.16103,22.98877,22.16103,22.16103,22,NA
Western Sahara,,1.1,1.1,1.23,1.19,1.23,1.26464,1.26458,1.30162,1.31626,1.31986,1.37899,1.37899,1.39342,1.3541,1.35414,1.45636,1.45238,1.45636,1.45636,1.45636,1.67716,1.70219,1.70219,1.70219,1.69754,1.92466,1.70219,1.80197,1.70219,1.70219,1.70219,1.70219,1.70219,1.7,NA
Zambia,,15.6,14.2,13.8,13.8,12.7,11.9,11.88639,12.60168,13.67367,13.37573,13.44528,11.42681,13.00364,10.84885,10.71007,10.90648,11.09351,11.16718,11.75166,11.16421,10.74075,11.76068,12.18905,12.7373,13.27364,14.0741,14.54259,14.80088,11.86118,12.96497,13.32629,15.79593,19.30292,18,NA
Zimbabwe,,12.8,14.7,12,15,15,15.3,16.14,17.48463,17,19.48989,21.13625,23.38677,20.906,22.35307,22.9297,24.71984,28.2023,30.42038,30.97874,30.99918,25.34623,23.45882,22.3206,20.40756,13.37478,15.8046,13.83373,13.27142,12.65074,12.49786,13.00047,14.08748,14.72715,14,NA
Asia & Oceania,,10728.8417,10665.52236,10419.07425,10348.89934,10778.94497,10730.82976,11086.30963,11492.00326,12349.74094,13140.61034,13795.8657,14412.9942,15194.35406,16033.75186,17051.11367,17981.36075,18809.25912,19589.41303,19337.88569,20280.62566,20871.9064,21141.84599,21586.95228,22432.81298,23720.03123,24257.32411,24848.72043,25474.55558,25317.1701,25727.25645,27489.04512,28405.82124,29761.93955,30123.7125,NA
Afghanistan,,7,8,7.8,10.6,10.7,12.9,13.60389,13.95342,13.18872,13.42729,13.70923,12.76888,7.21022,6.97195,6.66753,6.36422,5.99609,5.61995,5.33452,3.8566,3.88125,2.65463,2.0242,3.45855,4.33109,6.5294,8.32282,9.10041,20.81557,36.25321,42.7609,42.7609,42.64407,43,NA
American Samoa,,2.8,3.29,4.56,2.89,3.3,3.10685,3.19559,3.25764,3.20798,3.69737,3.85216,3.85216,3.94355,3.93263,3.83044,3.77003,3.82216,3.83263,3.83263,3.83263,3.7441,3.75436,3.81732,3.81732,3.80689,4.0657,4.14,4.14,4.14,4.14,4.14,2.34565,2.34565,2.3749,NA
Australia,,594,584,616,594,635,639,644,661,694,723,738,721,730,761,788,811,831,848,852,875,872.4473,871.537,892.9044,926.3619,943.0754,964.0238,972.0699,987.7175,994.8418,987.3589,1012.5025,1056.386,1074,1079.849,1079.2588
Bangladesh,,31.7,33,34.4,30,31,32.19162,34.20126,33.77267,35.59238,38.15483,35.99839,37.80123,37.31391,40.41954,45.93831,50.96037,52.13417,56.25735,58.43692,67.33239,68.79917,81.2547,82.77266,83.86589,84.63662,86.76301,90.77417,90.75742,94.07282,100.72684,82.27979,103.65356,106.92603,109,NA
Bhutan,,0.02,0.17,0.21,0.19,0.18,0.2331,0.23296,0.26874,0.26801,0.26874,0.62504,0.62504,0.64372,0.64546,0.74225,0.85945,0.93249,0.91362,0.962,0.962,0.97975,1.04742,1.0883,1.12992,1.13814,1.15184,1.16811,1.54893,1.59003,1.99597,1.99819,1.99597,1.99052,2,NA
Brunei,,4.8,5,4,5,5.6,6.4,5.49453,6.1933,6.28658,6.83819,7.39199,7.74062,8.44478,9.22332,10.57995,10.86497,12.63014,13.36443,12.86334,12.49918,12.64709,12.76219,12.66987,12.93968,13.45353,14.02728,14.09169,15.10791,16.74228,16.54778,16.84793,18.2164,17.55276,18,NA
Burma (Myanmar),,23,23,24,23,24,22,17.27615,16.39148,16.65956,16.64686,15.2382,15.66,16.44262,16.53393,18.92396,18.36279,19.74961,25.35276,29.95408,36.47548,36.74748,33.65115,34.52114,35.96662,40.29008,42.99365,40.01023,39.77258,29.15551,26.51126,26.69494,25.32402,25.00396,25,NA
Cambodia,,1.90258,2.00477,2.24863,2.45671,2.75025,2.78893,2.90578,2.9262,3.033,3.03356,3.03356,3.11679,3.2,3.2,3.28326,10.2798,11.356,13.29512,15.983,16.412,17.45619,20.47167,21.9406,23.73658,26.46307,28.01786,30.9749,33.20205,34.33825,32.29795,26.25466,29.02241,28.88597,28,NA
China,,1765,1705,1660,1730,1740,1885,2000,2120.03882,2274.999,2379.52,2296.4,2498.8,2661.60117,2959.49085,3160.60545,3363.15528,3610.08515,3916.26994,4105.83456,4363.6011,4795.71476,4917.88185,5160.71446,5578.11051,6437.48377,6795.44375,7263.32828,7479.92051,7697.13247,8069.82131,8938.35722,9504.04828,10175.13744,10480,NA
Cook Islands,,0.2,0.4,0.4,0.4,0.4,0.4,0.36619,0.36619,0.36519,0.32274,0.32274,0.273,0.32186,0.32272,0.32274,0.32186,0.32186,0.32274,0.32274,0.32274,0.38721,0.38827,0.38827,0.38827,0.42926,0.47553,0.49496,0.4643,0.48474,0.48474,0.48474,0.48474,0.48474,0.5,NA
Fiji,,7.09912,7.33759,7.17562,5.92263,5.35573,5.46693,6.619,5.262,5.4,6.3984,6.913,5.646,5.79,6.06856,6.36,6.885,7.11,7.109,6.92,7.68175,9.32773,10.10764,12.19523,15.71815,17.1846,17.00136,17.88718,16.9969,14.36731,9.4373,9.21315,9.4373,9.4373,9.4,NA
French Polynesia,,1.52,2.25,3,4,6,5.22745,6.57244,6.63636,6.58627,6.55502,6.25622,6.14767,5.97197,5.86747,4.71364,4.86608,4.85279,4.86608,4.86608,4.86608,4.57628,4.58882,4.82458,5.73433,5.67751,6.27107,6.70126,6.61132,7.2463,6.99396,7.19047,6.99396,6.99396,7,NA
Guam,,25,35,27,26,9,4.56438,7.82466,5.32329,5.54098,5.44384,12.55342,14.24932,17.06284,22.68995,32.06849,24.3126,21.61475,24.69803,20.16438,20.90054,22.24944,31.12506,21.657,18.15017,20.83671,25.17399,26.11624,18.74422,11.66624,18.72282,16.818,14.577,15.61971,13.472,12.50801
Hawaiian Trade Zone,,45,52,48,45,54,52.05205,30.83836,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,124,128,125,119,114.5,110,113.27919,115.5981,120.99113,123.933,127.386,133.5,152.07593,157.51009,179.80086,186.12329,182.68287,185.12725,191.54202,264.0338,244.9176,245.38485,272.63485,276.58474,319.02483,331.30041,318.48151,349.54435,315.06961,384.24181,430.66627,384.10895,354.37143,360,NA
India,,643,729,737,773,824,894.90387,947.4376,987.84983,1083.78274,1149.78088,1168.33391,1190.31862,1274.90676,1351.07006,1433.27447,1654.67255,1740.91881,1835.49128,1924.37257,2031.25029,2147.43846,2263.73028,2333.43936,2426.32825,2571.55066,2550.2504,2701.62995,2888.05545,2957.3018,3067.78093,3305.44964,3460.98304,3617.8517,3660,NA
Indonesia,,408,455,479,470,470,465,469.94619,493.35276,523.853,582.99999,651.05763,694.61738,706.92326,764.89705,777.51631,807.30698,858.50007,942.2718,905.60359,963.73058,1036.70413,1077.00463,1125.64997,1142.67293,1232.57245,1279.14978,1246.76477,1268.29932,1308.84385,1341.34219,1487.1926,1575.09299,1697.704,1718,NA
Japan,,4960,4848,4582,4395,4666,4436,4503,4567,4849,5058,5293,5357,5446,5364,5622,5659,5704,5667,5472,5606,5480.1404,5379.6427,5286.9088,5397.2849,5288.0158,5298.1384,5168.2586,5009.2164,4769.5883,4362.7529,4429.2285,4438.9351,4697.3306,4556.8082,4350.4871
Kiribati,,0.16,0.19,0.19,0.19,0.14,0.14,0.12685,0.14729,0.14689,0.14729,0.14729,0.177,0.14689,0.14727,0.14729,0.14729,0.14689,0.14729,0.14729,0.14729,0.16727,0.16773,0.21696,0.21696,0.21637,0.25912,0.26077,0.28414,0.26077,0.42036,0.42024,0.42036,0.42036,0.4,NA
"Korea, North",,48,51,52,57,60,64.46161,67.90655,68.57573,64.69992,63.91789,73.21054,76.47574,73.96772,71.65728,69.64877,63.15402,47.84363,40.40721,35.00317,29.99314,25.3785,22.51002,24.52539,24.52102,24.02019,18.61871,14.24945,16.68271,17.10027,13.33855,16.95118,17.39393,17.39393,17,NA
"Korea, South",,537,536,534,561,554,552,592,627,746,860,1048,1263,1527,1684,1840,2008,2101,2255,1917,2084,2135.3254,2132.0452,2149.1507,2175.3803,2155.1268,2191.3381,2179.9148,2240.4805,2142.3183,2188.4868,2268.5181,2259.3827,2321.6216,2328.3025,2340.0014
Laos,,3,1.2,1.1,1.2,1.1,1.23331,1.52085,1.54003,1.53582,1.70115,1.70115,1.86227,2.01787,2.02335,2.18452,2.29953,2.45393,2.57567,2.73679,2.73679,2.72932,2.73679,2.85181,2.93852,2.89773,3.03595,3.08033,3.13364,3.18357,3.15988,3.15988,3.15988,3.15988,3.2,NA
Macau,,3.22,3.1,3.27,4.61,5,4.10099,5.67263,6.31142,6.27672,6.72784,6.78803,6.8257,7.03112,7.77688,8.28715,8.11173,9.4174,9.68134,10.45468,11.05468,10.11658,10.72567,11.72559,12.26068,15.03035,12.86071,15.07559,14.07773,12.34122,12.31775,9.73266,10.67698,11.17054,10.684,NA
Malaysia,,160,165,180,192,194,194,192.27071,197.29704,202.4988,220.0663,265.97725,281.5304,301.52186,335.94522,377.50571,399.15577,435.2559,469.34253,449.2277,454.31852,465.02397,475.10421,462.74771,479.85719,508.03827,521.84874,534.41372,574.162,567.504,610.515,630.51243,674.50475,670.33315,680,NA
Maldives,,0.1,0.1,0.1,0.1,0.389,0.432,0.54299,0.54299,0.58355,0.58515,0.64849,0.64849,0.66839,0.81272,1.69592,2.36521,2.32186,2.04321,2.20671,2.20671,3.13604,3.37441,6.18699,6.96359,4.87287,3.89359,5.40625,6.088,6.23693,6.94142,6.94007,6.94142,6.94142,6.9,NA
Mongolia,,12,12,14,14,15,16.44643,16.54863,16.82748,17.2791,16.71627,15.80488,14.68814,13.28306,12.82274,13.10041,11.47726,11.86402,7.98658,8.48701,8.66175,8.49533,9.86241,10.67178,10.34825,12.27549,12.63121,13.88156,15.37562,18.16395,16.52548,17.35553,21.58559,24.59904,24,NA
Nauru,,0.86,0.87,0.87,0.87,0.9,0.89453,0.89405,0.89405,0.89161,0.89405,0.93055,0.93055,0.9462,0.94878,0.94879,0.96704,0.9644,0.96704,0.96704,0.96704,0.96495,0.96759,1.00756,1.00756,1.02301,1.04918,1.02581,1.04405,1.04405,1.07541,1.07541,1.07541,1.07541,1,NA
Nepal,,2,2,3,3,3,2.47622,3.74096,4.07232,3.96445,4.115,3.99905,5.16855,5.78176,5.99315,6.83482,7.25827,9.05126,11.09447,14.32797,15.39784,14.90361,15.25786,15.50816,15.67241,16.15372,16.71896,16.9189,16.70052,17.24668,19.98597,21.93959,19.98597,19.98597,20,NA
New Caledonia,,10,10,7,6,7,6.30323,6.84123,7.19875,6.72373,7.4124,7.57592,8.21543,8.63478,8.6584,8.41827,8.41827,8.60096,8.62452,8.68493,8.68493,8.58825,8.61178,10.01521,10.01521,11.37213,11.42321,13.78266,13.93797,13.81614,14.54929,14.54925,14.54929,14.54929,14.5,NA
New Zealand,,91,85,82,82,85,82,83,90,94,99,107,104,109,110,120,125,125,129,129,131,133.8355,134.8745,140.7132,145.5288,150.268,152.7526,154.3145,155.7304,157.5516,151.4696,152.7696,152.6929,151.7634,154.5019,156.794
Niue,,0.02,0.02,0.02,0.02,0.02,0.02044,0.02044,0.02044,0.02038,0.02044,0.02044,0.02044,0.02038,0.02043,0.02044,0.02044,0.02038,0.02044,0.02044,0.02044,0.02038,0.02044,0.02044,0.02044,0.02038,0.02657,0.03066,0.0327,0.02257,0.02257,0.02257,0.02257,0.02257,0.02,NA
Pakistan,,104,113,134,137,140,159.6715,165.74849,180.4252,194.20137,205.63467,220.05066,221.0589,227.21022,256.4202,282.17024,298.09375,326.9029,333.03628,346.83517,368.56901,365.01437,360.12451,355.89488,336.59883,326.84615,336.18628,357.0768,382.25948,389.75161,390.93525,415.92073,413.31715,424.53733,434,NA
Papua New Guinea,,12,12,12,12,13.6,14.35289,14.48795,16.0743,15.0056,15.38016,15.60321,15.46948,15.35929,15.34148,14.9971,15.18451,15.14302,15.45061,14.82905,14.82905,14.94098,14.98192,22.03548,25.17555,25.01649,25.07973,26.52887,26.43784,19.74231,19.72797,19.90396,19.72797,19.72797,20,NA
Philippines,,225,212,209,195,167,152,158.74811,188.45407,195.60302,229.39605,235.78947,235.33885,259.62568,284.53914,302.579,328.4236,346.13934,364.84606,381.36059,369.66546,352.76879,346.85363,337.75398,332.60964,337.22418,311.67,285.24,300.482,286.691,300.475,309.24587,300.55978,310.13404,314,NA
Samoa,,0.67,0.72,0.78,0.78,1,0.80167,0.80244,0.80244,0.80025,0.84551,0.88712,0.88712,0.90508,0.90756,0.86668,0.93093,0.92839,0.93093,0.93093,0.93093,0.96989,0.97255,1.01636,1.01636,1.06019,1.12808,1.10471,1.12515,1.12208,1.14852,1.15013,1.15013,1.15013,1.1,NA
Singapore,,202,214,222,220,235,227,257.33,285.0584,304.115,329.209,363.00037,388.68061,420.28432,469.18961,502.53171,512.20856,586.33355,629.88319,650.22845,673.47888,717.14368,743.87435,744.83818,742.94634,808.80804,868.94809,962.79798,1011.56255,1003.28475,1024.19839,1149.36858,1216.00545,1224.47121,1240,NA
Solomon Islands,,0.7,1,0.9,1,1,0.8763,0.87674,1.013,1.12462,1.16564,1.18608,1.18608,1.16246,1.14521,1.12477,1.16564,1.16246,1.16564,1.16564,1.16564,1.20615,1.20945,1.25326,1.25326,1.29645,1.42556,1.32337,1.48542,1.42896,1.46274,1.4911,1.4911,1.4911,1.5,NA
Sri Lanka,,34,34,35,36,39,32.81863,31.33284,36.15828,33.97618,31.29192,34.51508,34.26608,36.52674,41.44103,44.65763,47.8789,53.22464,60.10422,61.19647,66.01177,74.60048,73.3791,76.40786,78.26835,80.99088,87.11212,84.38531,88.49807,83.80722,81.29214,89.14082,100.20254,108.17499,108,NA
Taiwan,,380,340,330,337,384,378,405.26,419.81756,482.626,521.31418,541.51044,545.25823,557.1018,616.43256,658.66356,736.90094,780.35438,774.99557,807.79512,852.63565,865.3021,881.72385,893.73787,929.9011,948.02225,939.4891,959.90644,1034.38459,978.00042,971.13022,1020.3802,944.0389,934.94784,975.4,NA
Thailand,,224,214.4,199,214,233,224.8347,234.37543,258.99316,283.375,348.58705,406.5068,436.54372,475.53223,544.50936,603.16817,678.67576,749.40733,781.23043,736.54742,734.26449,724.94033,754.45,843.06,919.78,1009.28,1007.58,1030.26,1031.66,1002.238,1058.557,1073.9524,1109.71543,1152.32344,1171,NA
Timor-Leste (East Timor),,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.10379,1.20016,1.20016,1.2206,2.20458,1.30822,1.26441,1.26441,1.26441,1.26441,1.3,NA
Tonga,,0.21,0.31,0.29,0.31,0.31,0.3232,0.3229,0.47441,0.5626,0.6063,0.6063,0.695,0.69519,0.72044,0.81523,0.81597,0.90112,0.92551,0.89701,0.89701,0.91787,0.87811,0.77959,0.77959,0.84227,1.03482,1.1732,1.20222,1.20222,1.20222,1.20222,1.20222,1.20222,1.2,NA
U.S. Pacific Islands,,1.06,1.06,1.06,1.06,1,0.91126,0.91107,0.91107,1.23637,1.90112,1.96537,1.96537,1.98331,1.94784,1.94786,2.00918,2.04738,2.01211,2.01211,2.01211,2.00825,2.01375,2.01375,2.01375,2.00825,2.01375,2.06,2.1,2.39,2.06,2.41,2.06,2.06,2,NA
Vanuatu,,0.8,0.7,0.7,0.7,0.7,0.76128,0.76164,0.71997,0.85855,0.76967,0.80616,0.673,0.43921,0.44038,0.44041,0.44041,0.43921,0.44041,0.44041,0.44041,0.56443,0.56597,0.60978,0.60978,0.6285,0.6711,0.65359,0.76112,0.67639,0.83765,0.84846,1.01532,1.01532,1,NA
Vietnam,,24,26.4,26,26.6,27,27.88273,28.61781,34.62849,40.12034,46.4,52.99625,55.74507,60.98333,77.37092,84.97534,94.30671,115.76418,128.77309,135.45441,158.84222,175.70699,178.5697,192.90208,214.6203,256.39,267.46,262.12,303.863,302.264,357.447,411.66423,428.01283,452.82317,471,NA
Wake Island,,9,9,9,9,9,8.85166,8.85455,8.85455,8.76055,8.78455,8.56729,8.56729,8.6726,8.69634,8.75622,8.84578,8.86366,8.93671,8.93671,8.93671,8.97866,9.00326,9.15671,9.15671,9.13169,9.09145,9.3,9.6,9.076,9.3,9.076,9.3,9.3,9.3,NA
World,,63122.17939,60953.06888,59550.74315,58784.72593,59795.09853,60082.95592,61819.36537,63106.83525,64978.48889,66089.66263,66540.61468,67185.64383,67395.50264,67618.89645,69006.03552,70258.20704,71880.46444,73596.67699,74273.86024,75975.18502,76927.59284,77732.0595,78456.77793,80088.8614,83062.87697,84588.27575,85592.32895,86788.24373,86081.69392,85020.98645,88216.42141,89127.11036,90391.81795,91253.20713,NA